name,베타카로틴,비타민D,비타민E,비타민K,비타민B1,비타민B2,나이아신,비타민B6,엽산,비타민B12,비오틴,비타민C,칼슘,마그네슘,철,아연,구리,셀레늄(셀렌),요오드,망간,몰리브덴,칼륨,식이섬유,단백질,프로바이오틱스,진세노사이드,루테인,EPA와 DHA의 합,비타민A
네이처드림 혈행에 좋은 초임계 알티지오메가3,0,10.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,600.0,0.0
네이처드림 활력에 좋은 비타민B 컴플렉스,0,5.0,11.0,70.0,3.0,3.5,15.0,3.7,400.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,700.0
네이처바이오 밀크씨슬,0,0.0,0.0,0.0,0.8,0.8,9.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
녹차 카테킨,0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,21.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
녹차카테킨,0,10.0,11.0,0.0,12.0,14.0,45.0,15.0,0.0,24.0,0.0,100.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,700.0
농협 6년근 고려 100년 홍삼정스틱 수,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,5.25,0.0,0.0,0.0
농협 6년근 고려 100년 홍삼정스틱 왕,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,31.5,0.0,0.0,0.0
농협 6년근 고려 100년 홍삼정스틱 천,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,10.5,0.0,0.0,0.0
눈건강 루테인,0,0.0,0.0,0.0,0.0,1.4,15.0,1.5,400.0,2.4,0.0,0.0,0.0,0.0,0.0,8.5,0.8,55.0,0,3.0,0.0,0,0.0,0,0,0.0,0.0,0.0,700.0
눈건강 루테인지아잔틴,0,0.0,3.3,0.0,0.0,0.42,0.0,0.45,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.55,0.24,16.5,0,0.0,0.0,0,0.0,0,0,0.0,18.18,0.0,0.0
눈건강 비타민A,0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,0.0,700.0
눈건강루테인플러스,0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,0.0,700.0
눈부신 비타민D 4000IU,0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
눈에 좋은 루테인11,0,0.0,11.1,0.0,0.0,0.0,13.52,1.58,400.0,2.93,0.0,0.0,0.0,0.0,0.0,8.5,0.8,18.0,0,2.21,0.0,0,0.0,0,0,0.0,20.0,0.0,750.0
눈에는 역시 루테인파워,0,0.0,11.0,0.0,0.0,1.4,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,3.0,0.0,0,0.0,0,0,0.0,0.0,0.0,700.0
눈엔 파워 루테인,0,0.0,0.0,0.0,0.0,1.2,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,2.0,0.0,0,0.0,0,0,0.0,20.0,0.0,700.0
눈영양비타민A,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,350.0
눈촉촉 오메가3,0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,600.0,0.0
뉴 알티지 오메가 3,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,600.0,0.0
뉴트리 디-데이 플러스 멀티비타민 앤 미네랄,0,0.0,0.0,0.0,0.36,0.42,0.0,0.45,120.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,210.0
뉴트리 디-데이 플러스 오메가3,0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,500.0,0.0
뉴트리레시피 밀크씨슬,0,0.0,0.0,0.0,0.5,0.6,5.0,0.9,200.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,38.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
뉴트리레시피 비타민C,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
뉴트맘스올인원,0,25.0,20.0,0.0,2.8,2.9,19.4,4.1,620.0,4.8,30.0,55.0,0.0,0.0,20.0,10.5,0.0,100.0,150,3.5,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
뉴트키즈철분,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,50.0,0.0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
뉴트키즈타민,0,10.0,10.0,0.0,1.0,1.2,0.0,10.5,180.0,3.3,22.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,350.0
늘비움,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3.95,0,0,0.0,0.0,0.0,0.0
다이노키키 면역젤리,0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
다이어트 가르시니아,0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
다이어트보조제 비밀이야 시그니처,0,10.0,11.0,0.0,1.2,1.4,15.0,1.5,400.0,0.0,30.0,100.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,700.0
닥터 퀸즈 밸런스,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,105.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터.비타민1100,0,5.0,6.0,30.0,2.0,2.4,14.0,2.8,360.0,2.2,22.0,80.0,0.0,0.0,0.0,4.0,0.0,25.0,0,2.0,0.0,0,0.0,0,0,0.0,0.0,0.0,350.0
닥터닥터스 간에좋은 밀크씨슬,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터루트 프로바이오틱스 아연 플러스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
닥터린 마그네슘 B6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터린 비타민C,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터스뷰 칼슘 플러스,0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터스뷰 홍당퐁당,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,6.0,0.0,0.0,0.0
닥터스뷰 활력맨,0,0.0,0.0,0.0,1.2,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터스징코,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터썬디드롭스 1000IU,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터썬디드롭스 400IU,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터앤토프로바이오틱스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
닥터에스더 셀레늄 콤플렉스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,100.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
닥터지 프로바이오틱스 유산균 프리미엄,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,4400000000,0.0,0.0,0.0,0.0
닥터지비피더스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1000000000,0.0,0.0,0.0,0.0
닥터혈당컨트롤,0,0.0,5.0,0.0,0.53,0.72,7.92,1.04,265.84,0.0,60.0,0.0,0.0,0.0,0.0,4.5,0.0,45.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
당앤밸런스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,6.6,0.0,0.0,0.0
대청옥,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
더 촉촉 히알루론산,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,1000.0
더팜 썬디드롭스 1000IU,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
더팜 썬디드롭스 400IU,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
더팜 아연 츄어블,0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,2.4,0.0,30.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
더팜뉴바이오틱스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
더팜뉴바이오틱스베이비,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
더팜뉴바이오틱스키즈,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
데이랩 간에좋은 밀크씨슬 실리마린,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
데일리 비타민C비타민D,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
데일리비타민,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
데일리비타민C,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
데일리철분&엽산,0,10.0,0.0,0.0,0.0,1.4,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
데일리코어 상쾌한 변화,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,4.2,0,0,0.0,0.0,0.0,0.0
데일리코어 칼슘마그네슘D 망간,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,160.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
덴키스,0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
동영제 관절건강 보스웰리아,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.5,0.0,8.5,0.0,55.0,0,3.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
두빛나래,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3600.0,0,0,0.0,0.0,0.0,0.0
띠띠뽀 튼튼키즈 홍삼 프리미엄,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,7.0,0.0,0.0,0.0
라이트 컷,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
라이필 바이탈 키즈 프로바이오틱스,0,5.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0,0.0,0.0,0,0.0,0,5000000000,0.0,0.0,0.0,0.0
락토바실러스 람노서스(Lactobacillus rhamnosus)HBT18002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000000,0.0,0.0,0.0,0.0
락토바실러스 플란타룸MB01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000000,0.0,0.0,0.0,0.0
락토플러스생유산균온가족,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
락티움 이지슬립,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
락피도 비타민D 드롭스 400IU,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
락피도철분키즈,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.72,0.0,50.0,0.0,0.0,14.2,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
락피도프로바이오틱스베이비,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
락피도프로바이오틱스키즈,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
레드마임업,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
레드지니(Red Genie),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,3.0,0.0,0.0,0.0
레드컷 가르시니아 비포,0,0.0,0.0,0.0,4.8,5.6,30.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
로얄프로폴리스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
로우펫식이섬유플러스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,7.0,0,0,0.0,0.0,0.0,0.0
로하비 프리미엄 마그네슘 이엑스,0,0.0,0.0,0.0,1.2,1.4,0.0,1.5,0.0,2.4,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
로하비 프리미엄 밀크씨슬 이엑스,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
로하비 프리미엄 징코그린 이엑스,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.25,0.24,55.0,0,3.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
루테인 LUTEIN,0,0.0,0.0,0.0,0.0,1.4,15.0,1.5,400.0,2.4,0.0,0.0,0.0,0.0,0.0,8.5,0.8,55.0,0,3.0,0.0,0,0.0,0,0,0.0,20.0,0.0,700.0
루테인 지아잔틴 아스타잔틴,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,18.18,0.0,0.0
루테인 프리미엄 눈건강 솔루션,0,0.0,3.3,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,0.0,700.0
루테인 플러스,0,0.0,11.1,0.0,0.0,1.29,13.52,1.58,800.0,2.93,0.0,0.0,0.0,0.0,0.0,12.8,0.8,18.0,0,2.21,0.0,0,0.0,0,0,0.0,0.0,0.0,750.0
루테인,0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,0.0,461.0
루테인11,0,0.0,11.0,0.0,0.0,0.0,15.0,1.5,400.0,2.4,0.0,0.0,0.0,0.0,0.0,8.5,0.8,55.0,0,3.0,0.0,0,0.0,0,0,0.0,20.0,0.0,700.0
루테인사랑,0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,0.0,700.0
루테인오메가3 LUTEIN OMEGA3,0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,600.0,840.0
루테인오메가3 멀티비타민,0,20.0,5.5,0.0,1.2,1.4,7.5,1.5,800.0,2.4,30.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,3.0,0.0,0,0.0,0,0,0.0,20.0,600.0,700.0
루테인올로지,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,500.0,0.0
루테인지아잔틴 아스타잔틴 플러스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,18.18,0.0,0.0
루테인플러스,0,10.0,11.1,0.0,0.0,1.29,13.52,1.58,800.0,2.93,0.0,0.0,0.0,0.0,0.0,12.8,0.8,18.0,0,2.21,0.0,0,0.0,0,0,0.0,20.0,0.0,750.0
