name,베타카로틴,비타민D,비타민E,비타민K,비타민B1,비타민B2,나이아신,비타민B6,엽산,비타민B12,비오틴,비타민C,칼슘,마그네슘,철,아연,구리,셀레늄(셀렌),요오드,망간,몰리브덴,칼륨,식이섬유,단백질,프로바이오틱스,진세노사이드,루테인,EPA와 DHA의 합,비타민A
리버락골드캡슐,0,0.0,0.0,0.0,1.2,1.5,15.0,1.5,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리버뷰 밀크씨슬,0,0.0,0.0,0.0,1.1,1.2,13.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리버케어,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리버파워 밀크씨슬,0,0.0,0.0,0.0,1.1,1.2,13.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리얼 N-아세틸글루코사민MSM,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리얼 콤플렉스 멀티비타민,0,10.0,11.0,70.0,1.2,1.4,15.0,1.5,400.0,2.4,30.0,100.0,0.0,0.0,12.0,8.5,0.8,55.0,150,3.0,25.0,0,0.0,0,0,0.0,0.0,0.0,700.0
리얼 프레쉬 스피루리나,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리얼메디 간에좋은 밀크씨슬 9 실리마린 마스터,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,2.4,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리얼메디 국대 알티지 오메가3,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,600.0,0.0
리얼메디 국대 오메가3,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,500.0,0.0
리얼메디 국대 초임계 알티지(rTG) 오메가 3,0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,600.0,0.0
리얼메디 비오틴 10000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리얼퍼펙트 멀티비타민,0,3.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리턴큐,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리틀팡 성장튼튼,0,10.0,11.0,0.0,1.2,0.0,0.0,1.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리틀팡 유산균,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0,5000000000,0.0,0.0,0.0,0.0
리틀팡 키즈하이,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,94.5,0.0,2.55,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
리폼멀티비타민,0,2.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,312.0
릴렉스 엘 테아닌 타트체리맛,0,0.0,0.0,0.0,0.0,0.0,4.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
릴렉스 프로바이오틱스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1000000000,0.0,0.0,0.0,0.0
링즈캡슐,0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마그네슘 350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마그네슘 MAGNESIUM,0,0.0,0.0,0.0,1.2,1.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마그네슘,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마그네슘05,0,0.0,0.0,0.0,1.2,1.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마그네슘350플러스,0,0.0,0.0,0.0,1.2,1.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마디락,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마미하트 슬림핏,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,800.0,0,0,0.0,0.0,0.0,0.0
마이너스-비,0,0.0,0.0,0.0,25.0,20.0,50.0,20.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마이니 지니키즈 튼튼아연&C,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
마이타민업,0,0.0,0.0,0.0,1.2,1.5,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
만개하라,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,0.0,0.0,3000.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,700.0
말랑타임 츄잉 멀티비타민,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.6,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
말랑타임 츄잉 칼슘아연비타민D,0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,2.6,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
맘편한 어린이 칼슘 마그네슘 아연 비타민D,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,100.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
맘편한 유기농 어린이 비타민D 아연,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
맛있는 멀티비타민앤미네랄,0,3.0,3.3,0.0,0.4,0.5,0.0,0.53,0.0,0.85,0.0,32.3,0.0,0.0,0.0,3.1,0.0,0.0,0,1.5,0.0,0,0.0,0,0,0.0,0.0,0.0,260.0
맛있는 비타민C 1000,0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
맛있는 종합비타민,0,1.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,234.0
맛있는멀티비타민,0,1.8,3.6,0.0,0.0,0.48,0.0,0.0,96.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
맛있는철분,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
매디마,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
매일습관 오메가3,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,600.0,0.0
맥스 밀크씨슬 10,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,2.4,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
맥스부스터,0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,0.0,2.4,30.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
멀티 루테인 알티지 오메가3,0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,20.0,600.0,700.0
멀티비타민 앤 미네랄,0,0.0,0.0,0.0,0.36,0.42,0.0,0.45,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,210.0
멀티비타민 프리미엄,0,2.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
멀티비타민 플러스,0,10.0,11.0,0.0,1.2,1.4,15.0,1.5,400.0,2.4,30.0,100.0,0.0,94.5,0.0,8.5,0.8,55.0,0,3.0,25.0,0,0.0,0,0,0.0,0.0,0.0,700.0
멀티비타민&미네랄,0,5.0,11.0,0.0,1.2,1.4,15.0,1.5,400.0,2.4,0.0,100.0,0.0,0.0,0.0,8.5,0.0,0.0,150,3.0,0.0,0,0.0,0,0,0.0,0.0,0.0,700.0
멀티비타민,0,1.8,3.6,0.0,0.0,0.48,0.0,0.0,132.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
멀티비타민미네랄,0,25.0,11.0,70.0,40.0,35.0,50.0,50.0,480.0,150.0,165.0,150.0,0.0,100.0,0.0,13.0,1.0,130.0,150,4.8,25.0,0,0.0,0,0,0.0,0.0,0.0,700.0
멀티비타민앤미네랄프리미엄,0,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
멀티비타민칼슘,0,0.0,15.0,0.0,0.78,0.0,0.0,2.46,300.0,0.0,0.0,60.0,450.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
멀티비타민파인애플향,0,2.5,0.0,0.0,0.312,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,585.0
메가 비타민C 3000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
메가데이멀티비타민,0,10.0,6.6,35.0,3.6,4.2,45.0,4.5,400.0,7.2,90.0,200.0,210.0,94.5,4.8,12.0,1.6,55.0,45,2.7,0.0,0,0.0,0,0,0.0,0.0,0.0,350.0
메가렉스마그네슘400,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
메가비타C(MegaVitaC),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
메가비타민C 3000mg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
메가파워 마그네슘 315,0,10.0,0.0,0.0,1.2,1.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
메가파워 칼슘마그네슘아연비타민D,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,0.0,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
메디바이오 알티지 오메가 3,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,800.0,700.0
메타시톨,0,10.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,2.4,0.0,100.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
면역 홍삼정,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,4.0,0.0,0.0,0.0
면역7 바이오틱스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
면역대장 아연디시럽 키즈,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
면역보감 뼈엔 칼비타 젤리,0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
면역스틱,0,10.0,11.0,0.0,1.2,0.0,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
면역칸,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
면역플러스 튼튼비,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,0.0,2.4,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
면역홍삼젤리,0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0,0.0,0.0,0,0.0,0,0,3.0,0.0,0.0,0.0
명품닥터에스오디나토키나제,0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,3.6,2.55,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
모세 리얼 씨엠오,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.8,0.0,0,0.0,0,0,0.0,0.0,0.0,545.0
미스 글로우,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,100.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
미애부 셀티 프로바이오틱스,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3000000000,0.0,0.0,0.0,0.0
미친 멀티비타민,0,1.8,3.6,0.0,0.5,0.48,4.5,0.6,264.0,0.0,0.0,30.0,0.0,0.0,0.0,4.3,0.0,0.0,0,0.95,0.0,0,0.0,0,0,0.0,0.0,0.0,210.0
밀본플러스,0,5.0,0.0,0.0,0.0,1.2,0.0,1.5,0.0,7.0,0.0,35.0,210.0,120.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밀크씨슬 MILK THISTLE,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,55.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밀크씨슬 부스트,0,0.0,0.0,0.0,1.2,1.4,15.0,1.5,400.0,2.4,30.0,30.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밀크씨슬 프리미엄 간건강 솔루션,0,0.0,0.0,0.0,1.1,1.2,13.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밀크씨슬 플러스,0,0.0,0.0,0.0,0.0,1.4,7.5,1.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,27.5,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밀크씨슬 헬퍼,0,0.0,0.0,0.0,1.2,1.4,0.0,1.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밀크씨슬파워,0,0.0,0.0,0.0,0.36,0.42,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
바로라이프 밀크씨슬,0,0.0,0.0,0.0,0.36,0.42,4.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
바이오홍삼,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,5.0,0.0,0.0,0.0
바이탈디,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
바이탈타임 어린이홍삼 홍린이,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,6.0,0.0,0.0,0.0
발란스생생유산균,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
발효홍삼농축액 10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,10.0,0.0,0.0,0.0
발효홍삼농축액 20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,20.0,0.0,0.0,0.0
발효홍삼농축액,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,10.0,0.0,0.0,0.0
발효홍삼액,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,10.0,0.0,0.0,0.0
밸런스G,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밸런스업,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
밸리큐,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,12.0,0,0,0.0,0.0,0.0,0.0
버퍼드 비타민C 1000,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,9.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0
베이비락생유산균황금별,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,100000000,0.0,0.0,0.0,0.0
베이비앤키즈락토프리미엄,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0,0.0,0.0,0,0.0,0,200000000,0.0,0.0,0.0,0.0
